frame_idx,time,track_id,nose_x,nose_y,nose_conf,left_ear_conf,right_ear_conf,left_eye_conf,right_eye_conf,left_shoulder_conf,right_shoulder_conf,shoulder_width,head_center_x,head_center_y,head_width,head_width_source,offset,offset_reason,threshold,side,prev_side,turn_recorded,turns_in_window,max_turns,detected,confidence
599,19.97,5,513.4,208.6,0.657,0.923,0.184,0.709,0.125,0.985,0.923,74.8,513.4,208.6,37.4,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
600,20.0,1,591.0,439.4,0.418,0.973,0.087,0.562,0.017,0.998,0.943,65.7,,,32.8,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
600,20.0,2,583.3,117.3,0.969,0.856,0.437,0.964,0.891,0.971,0.93,24.6,584.1,109.4,12.3,shoulders*0.5,-0.0631,ok,0.3,center,center,False,0,2,False,0.0
600,20.0,4,582.2,35.9,0.932,0.912,0.152,0.961,0.716,0.985,0.901,45.0,581.9,29.8,22.5,shoulders*0.5,0.0124,ok,0.3,center,center,False,0,2,False,0.0
600,20.0,5,513.4,208.6,0.657,0.923,0.184,0.709,0.125,0.985,0.923,74.8,513.4,208.6,37.4,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
601,20.03,1,591.0,439.4,0.418,0.973,0.087,0.562,0.017,0.998,0.943,65.7,,,32.8,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
601,20.03,2,583.3,117.3,0.969,0.856,0.437,0.964,0.891,0.971,0.93,24.6,584.1,109.4,12.3,shoulders*0.5,-0.0631,ok,0.3,center,center,False,0,2,False,0.0
601,20.03,4,582.2,35.9,0.932,0.912,0.152,0.961,0.716,0.985,0.901,45.0,581.9,29.8,22.5,shoulders*0.5,0.0124,ok,0.3,center,center,False,0,2,False,0.0
601,20.03,5,513.4,208.6,0.657,0.923,0.184,0.709,0.125,0.985,0.923,74.8,513.4,208.6,37.4,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
602,20.07,1,591.1,440.6,0.395,0.972,0.095,0.524,0.016,0.998,0.95,65.7,,,32.9,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
602,20.07,2,584.7,117.0,0.953,0.815,0.379,0.949,0.841,0.967,0.854,22.8,585.7,108.9,11.4,shoulders*0.5,-0.0892,ok,0.3,center,center,False,0,2,False,0.0
602,20.07,5,511.7,213.7,0.528,0.895,0.146,0.586,0.074,0.986,0.907,57.0,511.7,213.7,28.5,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
603,20.1,1,591.1,440.6,0.395,0.972,0.095,0.524,0.016,0.998,0.95,65.7,,,32.9,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
603,20.1,2,584.7,117.0,0.953,0.815,0.379,0.949,0.841,0.966,0.853,22.8,585.7,108.9,11.4,shoulders*0.5,-0.0894,ok,0.3,center,center,False,0,2,False,0.0
603,20.1,5,511.7,213.7,0.528,0.895,0.146,0.586,0.074,0.986,0.907,57.0,511.7,213.7,28.5,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
604,20.13,1,591.1,440.6,0.395,0.972,0.095,0.524,0.016,0.998,0.95,65.7,,,32.9,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
604,20.13,2,584.7,117.0,0.953,0.815,0.379,0.949,0.841,0.966,0.853,22.8,585.7,108.9,11.4,shoulders*0.5,-0.0894,ok,0.3,center,center,False,0,2,False,0.0
604,20.13,5,511.7,213.7,0.528,0.895,0.146,0.586,0.074,0.986,0.907,57.0,511.7,213.7,28.5,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
605,20.17,1,591.1,440.6,0.395,0.972,0.095,0.524,0.016,0.998,0.95,65.7,,,32.9,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
605,20.17,2,584.7,117.0,0.953,0.815,0.379,0.949,0.841,0.966,0.853,22.8,585.7,108.9,11.4,shoulders*0.5,-0.0894,ok,0.3,center,center,False,0,2,False,0.0
605,20.17,5,511.7,213.7,0.528,0.895,0.146,0.586,0.074,0.986,0.907,57.0,511.7,213.7,28.5,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
606,20.2,1,592.3,440.6,0.38,0.969,0.107,0.49,0.016,0.998,0.952,67.0,,,33.5,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
606,20.2,2,584.1,118.0,0.954,0.851,0.375,0.954,0.841,0.965,0.887,21.4,585.2,110.1,10.7,shoulders*0.5,-0.1057,ok,0.3,center,center,False,0,2,False,0.0
606,20.2,5,513.7,214.3,0.52,0.91,0.125,0.607,0.068,0.982,0.884,69.4,513.7,214.3,34.7,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
607,20.23,1,592.3,440.6,0.379,0.969,0.107,0.489,0.016,0.998,0.952,66.8,,,33.4,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
607,20.23,2,584.1,118.0,0.954,0.851,0.375,0.954,0.841,0.965,0.887,21.4,585.2,110.1,10.7,shoulders*0.5,-0.1057,ok,0.3,center,center,False,0,2,False,0.0
607,20.23,5,513.7,214.3,0.52,0.91,0.125,0.607,0.068,0.982,0.884,69.4,513.7,214.3,34.7,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
608,20.27,1,592.3,440.6,0.379,0.969,0.107,0.489,0.016,0.998,0.952,66.8,,,33.4,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
608,20.27,2,584.1,118.0,0.954,0.851,0.375,0.954,0.841,0.965,0.887,21.4,585.2,110.1,10.7,shoulders*0.5,-0.1057,ok,0.3,center,center,False,0,2,False,0.0
608,20.27,5,513.7,214.3,0.52,0.91,0.125,0.607,0.068,0.982,0.884,69.4,513.7,214.3,34.7,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
609,20.3,1,592.3,440.6,0.379,0.969,0.107,0.489,0.016,0.998,0.952,66.8,,,33.4,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
609,20.3,2,584.1,118.0,0.954,0.851,0.375,0.954,0.841,0.965,0.887,21.4,585.2,110.1,10.7,shoulders*0.5,-0.1057,ok,0.3,center,center,False,0,2,False,0.0
609,20.3,5,513.7,214.3,0.52,0.91,0.125,0.607,0.068,0.982,0.884,69.4,513.7,214.3,34.7,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
610,20.33,1,592.3,441.1,0.378,0.957,0.146,0.43,0.018,0.998,0.96,68.4,,,34.2,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
610,20.33,2,583.4,120.5,0.958,0.834,0.344,0.959,0.846,0.966,0.835,26.8,584.7,111.6,13.4,shoulders*0.5,-0.0987,ok,0.3,center,center,False,0,2,False,0.0
610,20.33,4,584.6,35.5,0.923,0.871,0.233,0.945,0.744,0.987,0.921,45.4,584.4,30.0,22.7,shoulders*0.5,0.011,ok,0.3,center,center,False,0,2,False,0.0
610,20.33,5,511.0,199.3,0.585,0.884,0.122,0.626,0.081,0.984,0.912,57.7,511.0,199.3,28.9,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
611,20.37,1,592.4,441.1,0.377,0.957,0.146,0.428,0.018,0.998,0.96,68.6,,,34.3,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
611,20.37,2,583.4,120.5,0.958,0.834,0.345,0.959,0.846,0.966,0.835,26.8,584.7,111.6,13.4,shoulders*0.5,-0.0986,ok,0.3,center,center,False,0,2,False,0.0
611,20.37,4,584.6,35.5,0.923,0.871,0.233,0.945,0.744,0.987,0.921,45.4,584.4,30.0,22.7,shoulders*0.5,0.0109,ok,0.3,center,center,False,0,2,False,0.0
611,20.37,5,511.0,199.2,0.584,0.884,0.121,0.626,0.081,0.984,0.912,57.6,511.0,199.2,28.8,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
612,20.4,1,592.4,441.1,0.377,0.957,0.146,0.428,0.018,0.998,0.96,68.6,,,34.3,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
612,20.4,2,583.4,120.5,0.958,0.834,0.345,0.959,0.846,0.966,0.835,26.8,584.7,111.6,13.4,shoulders*0.5,-0.0986,ok,0.3,center,center,False,0,2,False,0.0
612,20.4,4,584.6,35.5,0.923,0.871,0.233,0.945,0.744,0.987,0.921,45.4,584.4,30.0,22.7,shoulders*0.5,0.0109,ok,0.3,center,center,False,0,2,False,0.0
612,20.4,5,511.0,199.2,0.584,0.884,0.121,0.626,0.081,0.984,0.912,57.6,511.0,199.2,28.8,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
613,20.43,1,592.4,441.1,0.377,0.957,0.146,0.428,0.018,0.998,0.96,68.6,,,34.3,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
613,20.43,2,583.4,120.5,0.958,0.834,0.345,0.959,0.846,0.966,0.835,26.8,584.7,111.6,13.4,shoulders*0.5,-0.0986,ok,0.3,center,center,False,0,2,False,0.0
613,20.43,4,584.6,35.5,0.923,0.871,0.233,0.945,0.744,0.987,0.921,45.4,584.4,30.0,22.7,shoulders*0.5,0.0109,ok,0.3,center,center,False,0,2,False,0.0
613,20.43,5,511.0,199.2,0.584,0.884,0.121,0.626,0.081,0.984,0.912,57.6,511.0,199.2,28.8,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
614,20.47,1,592.4,441.1,0.377,0.957,0.146,0.428,0.018,0.998,0.96,68.6,,,34.3,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
614,20.47,2,583.4,120.5,0.958,0.834,0.345,0.959,0.846,0.966,0.835,26.8,584.7,111.6,13.4,shoulders*0.5,-0.0986,ok,0.3,center,center,False,0,2,False,0.0
614,20.47,4,584.6,35.5,0.923,0.871,0.233,0.945,0.744,0.987,0.921,45.4,584.4,30.0,22.7,shoulders*0.5,0.0109,ok,0.3,center,center,False,0,2,False,0.0
614,20.47,5,511.0,199.2,0.584,0.884,0.121,0.626,0.081,0.984,0.912,57.6,511.0,199.2,28.8,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
615,20.5,1,587.2,441.7,0.362,0.984,0.099,0.529,0.014,0.999,0.956,70.1,,,35.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
615,20.5,2,586.1,117.3,0.96,0.841,0.351,0.96,0.848,0.969,0.854,21.1,586.8,108.8,10.6,shoulders*0.5,-0.0704,ok,0.3,center,center,False,0,2,False,0.0
615,20.5,4,584.8,35.5,0.931,0.883,0.237,0.952,0.763,0.989,0.927,45.9,584.7,29.9,23.0,shoulders*0.5,0.0052,ok,0.3,center,center,False,0,2,False,0.0
615,20.5,5,501.7,220.0,0.751,0.921,0.098,0.813,0.113,0.99,0.917,60.5,501.7,220.0,30.2,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
616,20.53,1,587.2,441.8,0.362,0.984,0.099,0.53,0.014,0.999,0.956,70.1,,,35.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
616,20.53,2,586.1,117.3,0.96,0.841,0.352,0.96,0.848,0.969,0.854,21.1,586.8,108.8,10.6,shoulders*0.5,-0.0704,ok,0.3,center,center,False,0,2,False,0.0
616,20.53,4,584.8,35.5,0.931,0.883,0.236,0.952,0.763,0.989,0.927,45.9,584.7,29.9,23.0,shoulders*0.5,0.0051,ok,0.3,center,center,False,0,2,False,0.0
616,20.53,5,505.1,221.8,0.785,0.915,0.155,0.807,0.175,0.986,0.937,60.3,505.1,221.8,30.2,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
617,20.57,1,587.2,441.8,0.362,0.984,0.099,0.53,0.014,0.999,0.956,70.1,,,35.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
617,20.57,2,586.1,117.3,0.96,0.841,0.352,0.96,0.848,0.969,0.854,21.1,586.8,108.8,10.6,shoulders*0.5,-0.0704,ok,0.3,center,center,False,0,2,False,0.0
617,20.57,4,584.8,35.5,0.931,0.883,0.236,0.952,0.763,0.989,0.927,45.9,584.7,29.9,23.0,shoulders*0.5,0.0051,ok,0.3,center,center,False,0,2,False,0.0
617,20.57,5,505.1,221.8,0.785,0.915,0.155,0.807,0.175,0.986,0.937,60.3,505.1,221.8,30.2,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
618,20.6,1,587.2,441.8,0.362,0.984,0.099,0.53,0.014,0.999,0.956,70.1,,,35.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
618,20.6,2,586.1,117.3,0.96,0.841,0.352,0.96,0.848,0.969,0.854,21.1,586.8,108.8,10.6,shoulders*0.5,-0.0704,ok,0.3,center,center,False,0,2,False,0.0
618,20.6,4,584.8,35.5,0.931,0.883,0.236,0.952,0.763,0.989,0.927,45.9,584.7,29.9,23.0,shoulders*0.5,0.0051,ok,0.3,center,center,False,0,2,False,0.0
618,20.6,5,505.1,221.8,0.785,0.915,0.155,0.807,0.175,0.986,0.937,60.3,505.1,221.8,30.2,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
619,20.63,1,585.0,442.0,0.436,0.985,0.088,0.614,0.018,0.999,0.956,71.4,,,35.7,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
619,20.63,2,590.9,113.5,0.964,0.818,0.406,0.957,0.863,0.975,0.885,31.8,592.3,105.3,15.9,shoulders*0.5,-0.0864,ok,0.3,center,center,False,0,2,False,0.0
619,20.63,4,583.6,36.7,0.95,0.915,0.265,0.968,0.817,0.989,0.94,46.6,583.5,30.7,23.3,shoulders*0.5,0.0021,ok,0.3,center,center,False,0,2,False,0.0
620,20.67,1,585.0,442.0,0.436,0.985,0.088,0.614,0.018,0.999,0.956,71.3,,,35.7,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
620,20.67,2,590.9,113.5,0.964,0.818,0.406,0.957,0.863,0.975,0.885,31.8,592.3,105.3,15.9,shoulders*0.5,-0.0864,ok,0.3,center,center,False,0,2,False,0.0
620,20.67,4,583.6,36.7,0.95,0.915,0.265,0.968,0.817,0.989,0.94,46.6,583.5,30.7,23.3,shoulders*0.5,0.0021,ok,0.3,center,center,False,0,2,False,0.0
621,20.7,1,585.0,442.0,0.436,0.985,0.088,0.614,0.018,0.999,0.956,71.3,,,35.7,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
621,20.7,2,590.9,113.5,0.964,0.818,0.406,0.957,0.863,0.975,0.885,31.8,592.3,105.3,15.9,shoulders*0.5,-0.0864,ok,0.3,center,center,False,0,2,False,0.0
621,20.7,4,583.6,36.7,0.95,0.915,0.265,0.968,0.817,0.989,0.94,46.6,583.5,30.7,23.3,shoulders*0.5,0.0021,ok,0.3,center,center,False,0,2,False,0.0
622,20.73,1,585.0,442.0,0.436,0.985,0.088,0.614,0.018,0.999,0.956,71.3,,,35.7,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
622,20.73,2,590.9,113.5,0.964,0.818,0.406,0.957,0.863,0.975,0.885,31.8,592.3,105.3,15.9,shoulders*0.5,-0.0864,ok,0.3,center,center,False,0,2,False,0.0
622,20.73,4,583.6,36.7,0.95,0.915,0.265,0.968,0.817,0.989,0.94,46.6,583.5,30.7,23.3,shoulders*0.5,0.0021,ok,0.3,center,center,False,0,2,False,0.0
623,20.77,1,586.5,444.3,0.365,0.984,0.091,0.547,0.014,0.999,0.954,72.0,,,36.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
623,20.77,2,591.7,111.1,0.961,0.895,0.282,0.965,0.811,0.979,0.898,21.2,593.4,103.3,10.6,shoulders*0.5,-0.1625,ok,0.3,center,center,False,0,2,False,0.0
623,20.77,4,583.6,36.9,0.92,0.876,0.234,0.943,0.742,0.984,0.93,44.2,583.6,31.2,22.1,shoulders*0.5,-0.0024,ok,0.3,center,center,False,0,2,False,0.0
623,20.77,5,498.6,221.8,0.791,0.895,0.1,0.825,0.174,0.985,0.906,53.1,498.6,221.8,26.5,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
624,20.8,1,586.5,444.3,0.365,0.984,0.091,0.547,0.014,0.999,0.954,72.1,,,36.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
624,20.8,2,591.7,111.1,0.961,0.895,0.282,0.965,0.811,0.98,0.898,21.3,593.4,103.3,10.6,shoulders*0.5,-0.1624,ok,0.3,center,center,False,0,2,False,0.0
624,20.8,4,583.6,36.9,0.92,0.876,0.234,0.943,0.742,0.984,0.93,44.2,583.6,31.2,22.1,shoulders*0.5,-0.0024,ok,0.3,center,center,False,0,2,False,0.0
624,20.8,5,498.6,221.8,0.791,0.895,0.1,0.824,0.174,0.985,0.906,52.9,498.6,221.8,26.5,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
625,20.83,1,586.5,444.3,0.365,0.984,0.091,0.547,0.014,0.999,0.954,72.1,,,36.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
625,20.83,2,591.7,111.1,0.961,0.895,0.282,0.965,0.811,0.98,0.898,21.3,593.4,103.3,10.6,shoulders*0.5,-0.1624,ok,0.3,center,center,False,0,2,False,0.0
625,20.83,4,583.6,36.9,0.92,0.876,0.234,0.943,0.742,0.984,0.93,44.2,583.6,31.2,22.1,shoulders*0.5,-0.0024,ok,0.3,center,center,False,0,2,False,0.0
625,20.83,5,498.6,221.8,0.791,0.895,0.1,0.824,0.174,0.985,0.906,52.9,498.6,221.8,26.5,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
626,20.87,1,586.5,444.3,0.365,0.984,0.091,0.547,0.014,0.999,0.954,72.1,,,36.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
626,20.87,2,591.7,111.1,0.961,0.895,0.282,0.965,0.811,0.98,0.898,21.3,593.4,103.3,10.6,shoulders*0.5,-0.1624,ok,0.3,center,center,False,0,2,False,0.0
626,20.87,4,583.6,36.9,0.92,0.876,0.234,0.943,0.742,0.984,0.93,44.2,583.6,31.2,22.1,shoulders*0.5,-0.0024,ok,0.3,center,center,False,0,2,False,0.0
626,20.87,5,498.6,221.8,0.791,0.895,0.1,0.824,0.174,0.985,0.906,52.9,498.6,221.8,26.5,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
627,20.9,1,586.5,444.3,0.365,0.984,0.091,0.547,0.014,0.999,0.954,72.1,,,36.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
627,20.9,2,591.7,111.1,0.961,0.895,0.282,0.965,0.811,0.98,0.898,21.3,593.4,103.3,10.6,shoulders*0.5,-0.1624,ok,0.3,center,center,False,0,2,False,0.0
627,20.9,4,583.6,36.9,0.92,0.876,0.234,0.943,0.742,0.984,0.93,44.2,583.6,31.2,22.1,shoulders*0.5,-0.0024,ok,0.3,center,center,False,0,2,False,0.0
627,20.9,5,498.6,221.8,0.791,0.895,0.1,0.824,0.174,0.985,0.906,52.9,498.6,221.8,26.5,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
628,20.93,1,583.3,444.0,0.374,0.985,0.088,0.554,0.014,0.999,0.96,74.0,,,37.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
628,20.93,2,593.8,109.8,0.964,0.882,0.287,0.964,0.817,0.982,0.903,19.1,595.3,102.0,9.6,shoulders*0.5,-0.1561,ok,0.3,center,center,False,0,2,False,0.0
628,20.93,4,583.7,36.7,0.925,0.874,0.256,0.945,0.761,0.984,0.935,43.9,583.7,31.1,21.9,shoulders*0.5,-0.0032,ok,0.3,center,center,False,0,2,False,0.0
628,20.93,5,496.9,226.5,0.769,0.906,0.102,0.812,0.151,0.986,0.909,58.0,496.9,226.5,29.0,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
629,20.97,1,583.3,444.0,0.374,0.985,0.088,0.554,0.014,0.999,0.96,74.0,,,37.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
629,20.97,2,593.8,109.8,0.964,0.882,0.287,0.964,0.817,0.982,0.903,19.1,595.3,102.0,9.6,shoulders*0.5,-0.1561,ok,0.3,center,center,False,0,2,False,0.0
629,20.97,4,583.7,36.7,0.925,0.874,0.256,0.945,0.76,0.984,0.935,43.9,583.7,31.1,21.9,shoulders*0.5,-0.0032,ok,0.3,center,center,False,0,2,False,0.0
629,20.97,5,496.9,226.5,0.769,0.906,0.102,0.812,0.151,0.986,0.909,58.0,496.9,226.5,29.0,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
630,21.0,1,583.3,444.0,0.374,0.985,0.088,0.554,0.014,0.999,0.96,74.0,,,37.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
630,21.0,2,593.8,109.8,0.964,0.882,0.287,0.964,0.817,0.982,0.903,19.1,595.3,102.0,9.6,shoulders*0.5,-0.1561,ok,0.3,center,center,False,0,2,False,0.0
630,21.0,4,583.7,36.7,0.925,0.874,0.256,0.945,0.76,0.984,0.935,43.9,583.7,31.1,21.9,shoulders*0.5,-0.0032,ok,0.3,center,center,False,0,2,False,0.0
630,21.0,5,496.9,226.5,0.769,0.906,0.102,0.812,0.151,0.986,0.909,58.0,496.9,226.5,29.0,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
631,21.03,1,583.3,444.0,0.374,0.985,0.088,0.554,0.014,0.999,0.96,74.0,,,37.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
631,21.03,2,593.8,109.8,0.964,0.882,0.287,0.964,0.817,0.982,0.903,19.1,595.3,102.0,9.6,shoulders*0.5,-0.1561,ok,0.3,center,center,False,0,2,False,0.0
631,21.03,4,583.7,36.7,0.925,0.874,0.256,0.945,0.76,0.984,0.935,43.9,583.7,31.1,21.9,shoulders*0.5,-0.0032,ok,0.3,center,center,False,0,2,False,0.0
631,21.03,5,496.9,226.5,0.769,0.906,0.102,0.812,0.151,0.986,0.909,58.0,496.9,226.5,29.0,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
632,21.07,1,583.0,441.4,0.412,0.966,0.125,0.518,0.024,0.997,0.957,69.2,,,34.6,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
632,21.07,2,596.0,108.8,0.965,0.872,0.287,0.965,0.827,0.979,0.883,15.7,597.4,100.8,7.9,shoulders*0.5,-0.1826,ok,0.3,center,center,False,0,2,False,0.0
632,21.07,4,584.0,37.6,0.914,0.848,0.265,0.934,0.755,0.979,0.926,46.2,584.2,31.9,23.1,shoulders*0.5,-0.0065,ok,0.3,center,center,False,0,2,False,0.0
632,21.07,5,494.0,228.2,0.73,0.903,0.099,0.783,0.13,0.983,0.896,64.4,494.0,228.2,32.2,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
633,21.1,1,583.0,441.4,0.412,0.966,0.125,0.518,0.024,0.997,0.957,69.2,,,34.6,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
633,21.1,2,596.0,108.8,0.965,0.872,0.287,0.965,0.827,0.979,0.883,15.7,597.4,100.8,7.9,shoulders*0.5,-0.1826,ok,0.3,center,center,False,0,2,False,0.0
633,21.1,4,584.0,37.6,0.914,0.848,0.264,0.934,0.755,0.979,0.926,46.2,584.2,31.9,23.1,shoulders*0.5,-0.0065,ok,0.3,center,center,False,0,2,False,0.0
633,21.1,5,494.0,228.2,0.73,0.903,0.099,0.783,0.13,0.983,0.896,64.4,494.0,228.2,32.2,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
634,21.13,1,583.0,441.4,0.412,0.966,0.125,0.518,0.024,0.997,0.957,69.2,,,34.6,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
634,21.13,2,596.0,108.8,0.965,0.872,0.287,0.965,0.827,0.979,0.883,15.7,597.4,100.8,7.9,shoulders*0.5,-0.1826,ok,0.3,center,center,False,0,2,False,0.0
634,21.13,4,584.0,37.6,0.914,0.848,0.264,0.934,0.755,0.979,0.926,46.2,584.2,31.9,23.1,shoulders*0.5,-0.0065,ok,0.3,center,center,False,0,2,False,0.0
634,21.13,5,494.0,228.2,0.73,0.903,0.099,0.783,0.13,0.983,0.896,64.4,494.0,228.2,32.2,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
635,21.17,1,583.0,441.4,0.412,0.966,0.125,0.518,0.024,0.997,0.957,69.2,,,34.6,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
635,21.17,2,596.0,108.8,0.965,0.872,0.287,0.965,0.827,0.979,0.883,15.7,597.4,100.8,7.9,shoulders*0.5,-0.1826,ok,0.3,center,center,False,0,2,False,0.0
635,21.17,4,584.0,37.6,0.914,0.848,0.264,0.934,0.755,0.979,0.926,46.2,584.2,31.9,23.1,shoulders*0.5,-0.0065,ok,0.3,center,center,False,0,2,False,0.0
635,21.17,5,494.0,228.2,0.73,0.903,0.099,0.783,0.13,0.983,0.896,64.4,494.0,228.2,32.2,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
636,21.2,1,581.7,441.0,0.363,0.963,0.129,0.461,0.02,0.997,0.957,71.9,,,36.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
636,21.2,2,596.6,109.3,0.96,0.901,0.207,0.967,0.768,0.981,0.868,13.7,598.7,101.5,6.9,shoulders*0.5,-0.3116,ok,0.3,left,left,False,1,2,False,0.333
636,21.2,4,584.3,37.8,0.923,0.825,0.332,0.936,0.809,0.971,0.926,50.5,584.6,31.8,25.3,shoulders*0.5,-0.0113,ok,0.3,center,center,False,0,2,False,0.0
636,21.2,5,493.5,228.3,0.767,0.91,0.107,0.81,0.148,0.985,0.91,66.7,493.5,228.3,33.3,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
637,21.23,1,581.7,441.0,0.363,0.963,0.129,0.461,0.02,0.997,0.957,71.9,,,36.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
637,21.23,2,596.6,109.3,0.96,0.901,0.207,0.967,0.768,0.981,0.868,13.7,598.7,101.5,6.9,shoulders*0.5,-0.3116,ok,0.3,left,left,False,1,2,False,0.333
637,21.23,4,584.3,37.8,0.923,0.825,0.332,0.936,0.809,0.971,0.926,50.5,584.6,31.8,25.3,shoulders*0.5,-0.0113,ok,0.3,center,center,False,0,2,False,0.0
637,21.23,5,493.5,228.3,0.767,0.91,0.107,0.81,0.148,0.985,0.91,66.7,493.5,228.3,33.3,shoulders*0.5,0.0,ok,0.3,center,center,False,0,2,False,0.0
638,21.27,1,581.7,441.0,0.363,0.963,0.129,0.461,0.02,0.997,0.957,71.9,,,36.0,shoulders*0.5,,head_yaw_offset=None,0.3,none,none,False,0,2,False,0.0
638,21.27,2,596.6,109.3,0.96,0.901,0.207,0.967,0.768,0.981,0.868,13.7,598.7,101.5,6.9,shoulders*0.5,-0.3116,ok,0.3,left,left,False,1,2,False,0.333
