frame_idx,timestamp,track_id,x1,y1,x2,y2,conf,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,kp15_x,kp15_y,kp15_conf,kp16_x,kp16_y,kp16_conf
40,5.7143,1,477.63,359.48,735.74,882.87,0.9072,507.34,469.65,0.8239,509.19,461.39,0.9317,516.24,451.71,0.029,543.53,451.12,0.9687,573.2,426.37,0.0239,578.91,509.27,0.998,643.34,442.02,0.9771,586.98,616.68,0.9911,639.63,516.49,0.5112,523.58,578.2,0.9805,558.15,519.17,0.5367,616.04,659.58,0.9926,671.83,626.24,0.9889,639.28,760.72,0.9861,684.81,702.78,0.9913,686.4,851.61,0.8815,722.59,797.94,0.9717
40,5.7143,2,569.88,59.86,792.46,478.79,0.8857,619.37,109.86,0.3354,619.53,103.32,0.3929,624.79,102.08,0.0204,634.5,106.21,0.9143,649.44,102.78,0.0436,677.03,157.99,0.9984,662.94,148.43,0.9105,691.68,235.33,0.9974,666.65,218.41,0.3247,687.41,299.36,0.9958,646.83,262.81,0.4679,689.28,282.73,0.9972,670.69,277.71,0.9812,714.34,367.57,0.997,658.69,360.89,0.9829,740.48,446.11,0.9931,658.89,444.97,0.9778
40,5.7143,15,309.74,148.84,606.31,449.13,0.739,491.31,211.11,0.7682,497.78,206.57,0.8004,498.18,202.71,0.0231,518.55,218.06,0.9578,527.35,207.25,0.0113,525.59,258.69,0.9943,530.69,236.7,0.9754,450.79,263.39,0.9969,467.29,223.85,0.9558,383.68,237.22,0.9927,404.84,198.89,0.9597,506.28,383.71,0.9522,513.04,369.39,0.9099,469.73,478.73,0.4519,476.62,457.01,0.2596,467.56,548.64,0.0436,476.93,533.55,0.0326
40,5.7143,12,572.45,0.0,640.46,104.62,0.5199,601.66,22.41,0.9971,606.86,15.79,0.9968,596.85,16.95,0.9819,620.24,13.33,0.9668,591.84,16.7,0.1995,637.27,42.19,0.9888,588.39,41.84,0.9741,637.46,80.78,0.6161,567.94,70.65,0.3731,603.97,85.15,0.3527,563.28,73.69,0.2135,617.84,116.82,0.6984,584.96,113.7,0.6495,594.91,148.36,0.0512,567.99,145.15,0.0457,589.88,182.91,0.0165,569.21,180.02,0.0151
40,5.7143,5,532.26,71.1,672.04,387.24,0.67,572.13,122.36,0.4082,573.16,114.93,0.4826,576.94,113.38,0.0219,582.08,115.07,0.9342,605.93,111.16,0.0718,600.78,155.37,0.993,621.46,142.67,0.9248,582.19,218.16,0.9703,604.11,194.49,0.4968,558.44,189.56,0.8949,566.58,175.04,0.5732,603.37,267.68,0.9682,624.81,259.97,0.9271,609.22,352.39,0.9041,618.83,339.19,0.752,619.41,409.9,0.6404,627.68,396.87,0.4668
40,5.7143,10,501.7,270.8,647.27,452.73,0.7146,560.83,342.29,0.9905,572.24,331.59,0.9909,550.04,331.01,0.9862,592.28,325.95,0.8619,535.12,324.53,0.5447,624.64,389.37,0.9886,517.42,368.19,0.9306,633.1,473.9,0.8211,495.31,438.02,0.2995,568.17,470.66,0.5158,506.45,463.19,0.1482,598.14,506.0,0.3124,527.3,493.79,0.1863,590.35,530.23,0.0174,496.58,522.69,0.013,595.34,567.72,0.005,506.59,567.42,0.0032
41,5.8571,1,477.53,358.51,736.24,883.19,0.9065,504.36,468.29,0.7811,506.62,460.81,0.9152,515.25,449.81,0.0216,542.79,452.51,0.9648,575.3,424.29,0.0213,579.66,509.56,0.9978,643.06,440.27,0.9752,586.97,615.72,0.9907,639.17,514.59,0.4901,523.97,577.39,0.9799,558.45,517.96,0.5055,615.93,657.47,0.9927,671.59,623.32,0.9888,638.13,758.59,0.9864,683.85,700.26,0.9918,685.49,851.2,0.8992,721.34,796.24,0.9778
41,5.8571,2,583.05,60.84,796.65,479.64,0.8954,627.67,110.74,0.2307,626.55,103.76,0.2478,633.11,103.03,0.0177,637.68,105.92,0.907,656.8,104.24,0.0803,685.64,155.86,0.9978,670.62,146.49,0.9402,690.94,237.26,0.9963,675.21,213.48,0.384,691.7,304.24,0.9949,656.71,256.87,0.4519,701.31,280.47,0.9973,680.21,274.05,0.9873,723.46,366.03,0.9975,665.68,353.12,0.9883,742.61,447.99,0.9931,686.84,435.16,0.9843
41,5.8571,15,316.74,152.42,600.65,443.76,0.707,493.27,212.44,0.7709,499.55,207.66,0.8048,499.94,203.76,0.0234,521.29,217.89,0.9542,529.35,207.1,0.0104,528.17,258.32,0.9935,533.06,235.54,0.9718,452.79,264.55,0.9967,468.86,224.39,0.9494,384.04,237.16,0.9922,406.67,199.47,0.9538,507.89,385.3,0.9463,514.48,370.43,0.8966,469.53,484.07,0.4232,476.91,461.04,0.2319,467.78,553.05,0.0409,476.98,537.17,0.031
41,5.8571,12,577.91,0.0,643.57,97.45,0.4086,601.06,23.44,0.9957,606.17,16.96,0.9954,596.21,18.35,0.9694,619.63,14.66,0.9695,591.57,18.73,0.1546,637.88,41.75,0.9931,590.52,43.1,0.9618,638.83,79.49,0.7481,574.06,73.26,0.2704,604.32,80.79,0.4836,572.25,75.86,0.1711,622.54,113.9,0.6345,590.51,111.52,0.501,602.53,144.66,0.0431,575.69,141.96,0.0266,600.09,178.56,0.0174,578.08,175.98,0.0117
41,5.8571,5,535.2,69.05,674.1,402.42,0.7017,571.28,121.27,0.4149,572.69,114.42,0.4704,576.27,112.61,0.0224,582.75,115.6,0.9272,605.48,110.72,0.0768,601.79,154.73,0.995,623.81,140.02,0.9398,581.93,216.45,0.9821,604.29,187.2,0.5436,559.27,188.11,0.9092,560.01,169.23,0.5089,608.07,266.31,0.9721,628.44,257.52,0.9322,616.51,352.06,0.9338,620.8,337.41,0.8271,628.82,413.62,0.7627,631.6,401.16,0.6387
41,5.8571,10,502.04,273.37,647.42,452.21,0.6773,551.65,344.8,0.9577,561.69,335.97,0.9472,544.89,333.25,0.82,584.83,330.52,0.8552,539.26,324.14,0.1923,623.88,391.5,0.9834,524.38,361.75,0.9142,632.47,478.51,0.7841,502.61,429.77,0.2841,562.27,482.38,0.4642,503.92,454.66,0.1402,597.48,506.16,0.3009,531.75,489.15,0.2019,588.65,535.34,0.0215,497.15,525.6,0.0165,596.32,568.9,0.006,511.2,564.07,0.0038
42,6.0,1,479.54,358.98,737.78,882.67,0.9079,514.36,467.7,0.3823,514.28,460.33,0.6206,526.82,449.9,0.0079,544.55,450.76,0.9327,589.82,424.19,0.0611,581.33,505.56,0.9981,649.44,438.67,0.9726,588.07,617.4,0.9936,637.42,515.09,0.5537,519.47,575.7,0.9789,554.45,521.57,0.5504,616.08,663.66,0.9917,675.83,631.84,0.984,642.28,762.54,0.9826,683.36,712.37,0.9843,687.7,853.8,0.8747,721.83,806.54,0.9541
42,6.0,2,598.55,58.91,805.33,481.48,0.8735,643.69,107.75,0.1626,642.7,100.08,0.3355,649.92,98.35,0.0077,654.24,101.86,0.9517,679.82,96.7,0.0443,692.12,153.2,0.9981,689.94,138.13,0.7285,694.0,234.22,0.9925,690.32,207.24,0.0658,686.36,304.69,0.9859,679.37,264.88,0.1689,712.37,282.2,0.9932,706.39,276.11,0.9098,725.43,372.46,0.9965,715.51,365.53,0.9333,746.16,451.1,0.9914,745.54,435.6,0.9289
42,6.0,15,327.96,158.51,605.48,445.64,0.5431,502.33,211.46,0.6225,505.64,205.01,0.7134,509.21,203.08,0.0227,523.53,212.92,0.9362,543.73,207.43,0.024,532.8,256.81,0.9915,549.15,239.83,0.9495,460.12,265.09,0.9941,480.95,235.91,0.8878,389.03,235.52,0.9866,413.82,212.89,0.9097,509.44,386.72,0.9239,525.24,373.48,0.8492,469.8,485.89,0.3665,480.99,466.47,0.2146,466.2,559.05,0.0459,477.59,544.55,0.0437
42,6.0,5,547.57,72.97,685.37,410.04,0.7071,571.39,124.84,0.5718,573.15,117.74,0.647,575.9,116.59,0.0268,584.56,116.78,0.9552,604.28,113.33,0.0471,598.44,153.32,0.9945,622.35,137.72,0.9629,581.97,208.01,0.9693,603.59,184.57,0.7294,544.24,191.91,0.8991,564.79,170.87,0.706,614.02,255.89,0.9857,636.62,248.55,0.9762,623.13,338.87,0.9621,648.96,323.19,0.9382,648.02,408.98,0.8067,671.4,395.37,0.7733
42,6.0,10,494.99,270.41,644.03,449.06,0.4072,532.7,329.54,0.1952,530.69,321.62,0.1656,542.73,318.89,0.0266,537.32,328.73,0.8599,591.92,322.61,0.3458,537.22,392.28,0.9307,620.93,368.83,0.9429,505.65,464.49,0.3605,612.55,446.65,0.4315,463.42,460.81,0.109,572.81,467.69,0.1521,541.79,514.09,0.197,609.22,500.46,0.2344,504.97,548.04,0.0295,581.23,536.69,0.0265,502.21,589.08,0.0134,576.86,579.38,0.0103
43,6.1429,1,482.0,363.32,736.79,878.02,0.907,511.03,468.55,0.4497,511.7,461.07,0.6947,523.65,450.49,0.0084,545.22,451.0,0.9335,586.82,423.84,0.0389,581.96,506.36,0.9978,647.22,436.95,0.9688,587.32,617.74,0.9928,635.14,512.95,0.5152,518.96,574.3,0.9764,553.59,521.28,0.4977,616.1,661.61,0.9927,672.68,629.5,0.9841,642.29,758.62,0.9895,674.98,711.92,0.9859,681.25,850.84,0.9477,723.12,796.78,0.9758
43,6.1429,2,620.55,58.61,822.35,481.36,0.8775,651.21,104.12,0.2265,651.24,96.81,0.4078,658.18,94.98,0.0084,664.05,101.11,0.9571,691.15,95.51,0.0366,699.53,157.42,0.9983,702.32,141.86,0.8607,701.88,237.14,0.9942,697.96,211.07,0.1661,688.8,301.57,0.9872,680.53,254.4,0.2704,713.55,280.68,0.9963,716.25,273.66,0.9704,724.22,369.53,0.9983,731.14,357.03,0.9881,756.82,450.94,0.9963,773.2,424.14,0.9912
43,6.1429,15,326.64,160.23,613.01,460.58,0.5622,501.28,198.87,0.7237,506.98,194.76,0.7866,509.27,192.28,0.024,525.25,210.79,0.9589,542.81,203.22,0.0154,532.63,257.71,0.993,542.87,239.95,0.9552,458.54,264.49,0.9947,477.4,234.19,0.8995,388.87,233.84,0.9888,411.43,213.55,0.9296,507.26,387.87,0.9472,518.96,374.63,0.8941,469.69,490.38,0.4917,477.09,468.59,0.3224,465.82,568.67,0.0626,473.64,553.64,0.0655
43,6.1429,5,553.16,76.09,689.27,414.34,0.749,570.43,124.72,0.6218,572.74,118.16,0.6911,574.96,117.03,0.0322,584.42,118.11,0.96,602.28,114.49,0.0427,596.38,153.48,0.9948,620.55,137.54,0.9697,583.99,206.34,0.9756,605.68,180.43,0.7559,553.6,189.08,0.9181,567.4,166.93,0.6987,614.48,252.43,0.989,636.68,245.31,0.9816,618.88,334.62,0.9696,645.59,318.66,0.9447,647.53,406.27,0.86,671.63,392.8,0.8216
43,6.1429,10,489.3,270.96,642.3,449.4,0.414,527.69,329.79,0.2902,527.25,322.02,0.25,538.35,319.27,0.0318,537.27,331.52,0.8905,590.59,324.73,0.2945,533.35,395.5,0.9269,625.89,371.74,0.9473,497.01,466.7,0.3384,620.45,449.94,0.4599,456.94,454.22,0.1235,574.25,466.91,0.1922,538.45,519.09,0.1703,611.36,504.85,0.214,497.49,544.5,0.0307,579.08,533.3,0.0278,493.65,585.0,0.0134,570.17,574.86,0.0101
44,6.2857,1,481.66,362.29,737.42,878.31,0.8972,513.79,465.64,0.4521,514.82,457.89,0.6569,525.6,447.68,0.0124,545.09,448.28,0.9174,585.95,421.81,0.0632,583.65,506.56,0.9975,642.55,433.84,0.972,586.51,619.51,0.9882,610.13,496.3,0.5034,521.44,582.46,0.9605,529.76,517.46,0.4417,616.56,661.04,0.991,672.57,628.27,0.9854,638.75,759.38,0.9831,683.69,712.47,0.9854,679.85,853.09,0.9095,723.13,804.91,0.9663
44,6.2857,2,634.9,55.09,833.27,481.69,0.8838,667.53,101.5,0.2398,667.25,94.37,0.3512,674.58,91.79,0.0091,679.75,97.84,0.9402,709.44,91.27,0.0514,711.25,153.69,0.9982,723.9,136.59,0.9124,710.42,232.35,0.995,715.55,201.3,0.2283,697.23,295.4,0.992,692.05,245.34,0.3513,724.24,282.06,0.9974,741.25,273.48,0.9852,732.51,372.52,0.9979,764.88,354.3,0.9902,743.48,458.45,0.9934,797.04,421.44,0.9889
44,6.2857,15,329.88,159.65,617.58,463.75,0.4534,508.75,208.9,0.6352,512.42,202.12,0.7227,515.89,200.09,0.0411,530.65,211.03,0.9075,552.36,205.31,0.0486,532.99,259.03,0.9875,561.55,243.15,0.9381,460.55,263.36,0.9947,491.97,245.17,0.7852,388.69,233.12,0.9888,412.03,223.65,0.7697,508.1,393.69,0.9262,532.83,380.74,0.8598,469.84,504.43,0.5167,491.63,486.55,0.3635,466.46,589.81,0.0961,488.47,575.31,0.1237
44,6.2857,5,555.86,75.92,689.48,413.1,0.7013,569.04,126.5,0.5723,570.71,119.72,0.6543,573.62,118.22,0.0324,583.54,118.3,0.9479,602.21,114.16,0.0515,596.22,153.52,0.9928,622.86,137.54,0.9613,583.7,203.81,0.9665,605.09,176.78,0.6407,549.83,188.77,0.8982,562.41,164.47,0.5643,616.23,253.54,0.9865,640.53,246.05,0.9764,619.09,336.16,0.9624,648.64,319.99,0.9262,646.38,408.16,0.8346,673.88,391.79,0.7868
45,6.4286,1,483.53,365.32,738.53,880.45,0.9053,518.54,468.25,0.4379,518.32,459.85,0.6168,528.42,450.48,0.0139,545.33,447.38,0.9166,585.86,423.77,0.0895,583.07,505.53,0.9978,650.63,441.23,0.976,587.79,620.55,0.9925,651.54,523.32,0.4211,523.28,586.3,0.9748,562.67,539.73,0.3124,616.54,666.39,0.9918,675.43,635.1,0.9862,642.07,763.68,0.982,686.02,715.19,0.9843,682.98,854.46,0.8945,724.03,808.83,0.9615
45,6.4286,2,644.93,49.97,839.39,480.41,0.8863,675.94,96.09,0.1552,674.97,88.99,0.2322,684.67,86.06,0.0066,685.33,93.67,0.9484,723.44,86.23,0.0882,718.95,149.99,0.9985,737.45,132.3,0.9415,723.66,227.53,0.9961,729.11,197.36,0.2064,711.69,290.92,0.9938,702.88,241.15,0.2579,736.29,280.42,0.9974,759.6,271.3,0.9864,740.81,371.2,0.9973,779.34,349.78,0.9867,744.87,457.49,0.9877,802.36,418.78,0.9786
45,6.4286,19,572.99,0.0,666.02,221.41,0.6827,600.26,22.61,0.9694,605.53,17.34,0.968,595.87,18.08,0.855,618.84,14.95,0.8951,592.78,17.16,0.1816,638.61,41.68,0.9943,590.86,42.27,0.9811,643.05,86.84,0.9916,578.7,78.74,0.7684,607.01,83.42,0.9751,577.97,92.31,0.5702,638.8,130.52,0.9774,606.26,130.01,0.9463,644.1,197.64,0.8728,607.96,194.87,0.5546,649.71,259.36,0.7484,622.09,257.74,0.4113
46,6.5714,1,485.08,368.34,739.27,882.67,0.8856,520.14,469.45,0.4106,519.47,459.85,0.5773,528.73,451.59,0.0144,544.43,444.21,0.9022,583.76,423.61,0.0953,581.69,503.18,0.9979,649.93,443.1,0.9751,587.85,622.32,0.9918,647.31,527.28,0.3842,524.25,589.67,0.9684,551.22,537.2,0.2484,616.6,667.36,0.9918,676.08,637.3,0.9857,640.33,764.32,0.9814,686.28,715.92,0.9821,683.45,854.87,0.8897,723.39,809.74,0.956
46,6.5714,2,653.96,48.51,842.87,480.01,0.8754,685.51,95.7,0.2029,684.35,88.53,0.2785,693.32,85.86,0.0073,694.25,92.36,0.9609,729.66,86.32,0.0672,731.1,144.37,0.9982,741.97,131.24,0.9384,734.62,222.13,0.9954,730.4,196.35,0.1724,721.66,288.16,0.9941,710.05,238.12,0.2185,746.08,277.63,0.9966,764.72,270.21,0.9805,743.96,369.67,0.9974,785.38,350.93,0.9808,743.28,457.62,0.9883,802.05,421.52,0.9687
46,6.5714,19,576.04,0.0,665.67,212.9,0.6898,600.77,22.15,0.9643,605.94,16.89,0.9622,596.32,17.64,0.8407,618.69,14.33,0.8842,592.81,16.61,0.1878,638.01,41.2,0.9949,591.23,42.11,0.9747,643.3,87.11,0.9922,578.34,78.29,0.7146,607.7,83.85,0.9739,577.5,91.86,0.525,640.51,132.19,0.9748,607.92,132.13,0.9328,646.03,198.58,0.8204,610.02,197.04,0.436,650.67,258.59,0.6048,624.97,257.94,0.2518
46,6.5714,5,551.88,82.37,684.68,419.73,0.7322,567.82,133.94,0.5125,568.57,127.42,0.6632,572.75,125.74,0.0509,578.85,124.59,0.9328,602.2,119.99,0.0689,594.98,152.25,0.9892,624.54,138.76,0.8292,578.02,192.37,0.9202,606.32,177.14,0.2069,557.77,164.39,0.7047,572.64,166.43,0.2245,625.67,251.12,0.9765,652.17,243.35,0.9357,628.51,333.19,0.9777,658.93,317.85,0.9274,647.46,405.59,0.9669,674.21,387.11,0.9325
47,6.7143,1,485.13,370.73,737.13,881.58,0.9237,519.93,467.41,0.3372,518.32,457.12,0.5089,528.53,450.94,0.0234,543.59,442.68,0.9028,583.86,426.1,0.1391,577.28,502.89,0.9979,646.73,453.41,0.9767,582.39,621.03,0.9926,661.94,547.24,0.3704,531.25,593.18,0.9605,575.0,579.11,0.1088,618.58,665.05,0.9944,674.68,636.86,0.9883,641.53,760.84,0.9876,687.22,714.34,0.9841,677.16,851.69,0.9587,717.0,803.13,0.9802
47,6.7143,2,661.55,46.67,845.0,482.01,0.8195,690.97,95.29,0.5423,692.33,88.12,0.6309,696.54,86.01,0.0138,710.47,92.18,0.972,728.45,87.6,0.0165,745.81,143.62,0.9975,743.08,135.07,0.932,751.94,221.35,0.9934,739.58,202.85,0.1563,738.19,289.16,0.9915,725.47,252.93,0.1916,752.4,279.97,0.9961,761.53,274.51,0.9752,748.54,367.48,0.9959,784.42,353.75,0.9581,756.03,457.09,0.9863,797.98,422.83,0.9492
47,6.7143,19,578.5,0.0,669.3,214.8,0.7453,601.11,23.62,0.9702,606.06,18.24,0.9754,596.62,19.19,0.8585,618.83,15.39,0.9212,593.35,18.19,0.1708,639.3,41.94,0.9966,593.34,42.67,0.9759,642.98,87.1,0.9946,579.5,78.23,0.6906,607.49,83.73,0.9804,581.51,84.76,0.5126,643.65,131.32,0.9794,611.22,131.43,0.932,652.6,196.81,0.8617,612.79,195.01,0.4511,658.45,253.9,0.6691,627.59,252.26,0.2742
48,6.8571,1,485.41,368.52,738.93,883.65,0.8936,517.26,463.99,0.4295,517.67,454.28,0.636,527.4,446.34,0.0182,544.85,443.91,0.9123,585.65,423.16,0.1062,574.58,504.63,0.9978,650.75,449.47,0.9663,582.17,623.66,0.991,657.87,551.69,0.3057,524.5,593.17,0.9584,559.38,577.77,0.2038,615.55,666.23,0.9919,678.11,638.08,0.9825,640.36,763.71,0.9827,684.6,715.2,0.9778,687.77,854.31,0.9243,719.74,809.01,0.9636
48,6.8571,2,665.96,47.74,844.7,485.63,0.5197,695.73,97.68,0.9455,700.79,89.93,0.976,697.85,88.39,0.0636,727.95,92.37,0.9874,723.83,88.43,0.0027,754.76,142.77,0.9975,743.48,130.98,0.8298,767.4,219.59,0.995,747.78,197.53,0.0917,756.61,286.78,0.9939,739.18,259.46,0.1816,756.34,273.53,0.9913,757.43,267.63,0.9224,754.86,369.11,0.9929,782.96,356.58,0.9187,775.39,460.13,0.9752,795.6,432.02,0.8993
48,6.8571,19,580.15,0.0,670.55,213.02,0.7317,600.95,23.61,0.963,605.91,18.09,0.9701,596.48,19.12,0.7871,618.9,15.54,0.913,593.55,18.5,0.1101,638.98,42.01,0.9953,592.4,43.93,0.9561,642.96,87.44,0.9927,579.06,81.52,0.5421,607.46,83.76,0.975,584.86,87.67,0.4243,642.73,131.85,0.9773,609.23,132.59,0.9176,651.72,196.97,0.8474,608.99,195.49,0.4199,657.27,256.38,0.6658,623.03,254.73,0.2808
48,6.8571,10,477.42,277.77,634.3,453.11,0.424,523.97,328.02,0.8675,531.13,321.75,0.8609,527.19,320.41,0.1515,558.3,332.15,0.9161,548.66,328.31,0.0198,612.98,383.83,0.9689,539.26,369.88,0.8746,620.88,477.17,0.6496,511.99,435.11,0.2778,529.84,483.9,0.4236,500.23,463.09,0.1846,584.35,503.93,0.2418,535.14,489.22,0.2127,550.9,539.28,0.0339,486.22,528.41,0.0343,561.71,579.51,0.013,504.59,569.44,0.0148
48,6.8571,5,564.99,107.79,685.4,416.36,0.5668,585.26,150.17,0.3176,586.75,146.48,0.3252,588.53,145.43,0.0735,599.74,147.08,0.5073,602.5,143.47,0.043,628.18,163.6,0.9484,609.56,156.89,0.6817,619.85,202.57,0.7366,599.91,189.16,0.1614,602.99,194.64,0.4343,584.44,190.04,0.1397,647.18,250.89,0.9694,631.84,246.26,0.9224,654.71,327.9,0.9659,632.38,321.41,0.8688,668.76,394.7,0.9398,639.94,389.31,0.7882
49,7.0,1,480.66,357.69,738.83,883.52,0.9023,508.8,459.24,0.5099,510.98,451.54,0.654,520.15,441.63,0.0193,541.66,443.83,0.9008,579.88,418.06,0.088,576.54,500.25,0.9977,641.82,437.65,0.9799,576.02,612.67,0.9929,618.44,500.86,0.3964,522.07,593.93,0.9819,527.06,526.73,0.3016,616.65,664.15,0.9945,675.45,633.67,0.9908,641.9,770.09,0.9795,685.9,715.13,0.9817,688.09,854.18,0.8432,721.31,799.98,0.9503
49,7.0,2,670.88,45.91,845.0,499.65,0.8824,706.34,103.0,0.9833,713.24,94.03,0.9954,704.22,93.85,0.3363,743.82,92.5,0.9896,717.82,92.19,0.0033,765.03,143.11,0.9964,743.0,135.76,0.8685,777.53,223.57,0.9923,753.65,201.9,0.1105,776.22,292.13,0.9916,749.72,263.01,0.1889,771.14,278.59,0.9867,753.44,274.89,0.9149,780.71,376.4,0.99,773.24,368.38,0.935,805.24,465.32,0.9532,800.56,449.17,0.8764
49,7.0,19,580.26,0.0,665.15,199.12,0.6731,600.88,22.8,0.9714,606.03,17.47,0.9789,596.63,18.45,0.824,619.71,15.87,0.9233,593.95,18.64,0.0956,638.99,41.92,0.9941,593.74,43.38,0.9305,641.96,84.77,0.9886,578.89,75.61,0.3907,606.8,82.15,0.959,579.01,79.44,0.2805,638.08,128.77,0.9611,605.51,128.01,0.8592,636.86,187.46,0.7103,601.02,182.7,0.2392,641.91,237.41,0.3316,611.8,236.25,0.0832
49,7.0,5,545.77,138.86,657.64,416.52,0.6332,533.4,211.77,0.4217,533.94,204.47,0.5476,539.48,202.37,0.0367,551.67,205.25,0.9203,583.21,198.97,0.1482,559.38,252.26,0.987,616.27,243.29,0.9716,552.54,325.94,0.6839,624.13,319.96,0.3414,527.75,354.77,0.0889,590.47,353.79,0.0272,579.3,378.95,0.8642,627.33,371.99,0.8667,571.29,433.92,0.1022,621.16,423.79,0.1839,597.17,485.32,0.0334,640.59,478.57,0.0742
50,7.1429,1,478.89,349.88,740.09,884.16,0.901,512.23,455.45,0.418,513.14,447.58,0.5947,524.37,438.0,0.0183,541.72,441.09,0.9008,585.9,416.01,0.1266,576.37,502.89,0.9979,648.5,442.1,0.979,569.95,611.09,0.9925,637.77,514.25,0.3756,521.02,591.05,0.9799,540.65,534.6,0.2599,614.4,666.14,0.9949,675.22,635.46,0.9909,641.05,768.87,0.9792,682.89,714.02,0.9816,686.23,853.42,0.8732,719.57,798.93,0.9617
50,7.1429,2,675.78,48.42,845.0,502.54,0.8498,714.58,108.07,0.9864,722.01,99.22,0.9968,711.68,98.44,0.5594,750.82,96.7,0.9869,720.49,95.33,0.005,772.35,145.43,0.9943,742.01,139.45,0.8896,786.73,224.23,0.976,749.41,206.16,0.2061,788.26,293.08,0.9714,750.46,267.95,0.3292,774.86,277.52,0.9839,751.77,273.05,0.9425,786.76,370.93,0.9798,775.8,361.77,0.9375,805.8,449.81,0.9422,790.66,427.21,0.9195
50,7.1429,19,578.94,0.0,663.94,198.59,0.6163,601.56,22.75,0.9762,606.61,17.46,0.9832,597.31,18.51,0.871,619.78,16.07,0.9316,594.32,19.01,0.122,638.8,41.73,0.9938,593.7,42.94,0.9422,642.72,83.65,0.9856,578.52,73.16,0.4008,607.58,82.35,0.9497,576.92,76.79,0.2621,637.11,123.68,0.9641,605.19,122.6,0.8749,636.67,182.24,0.7435,601.53,176.24,0.2652,642.63,230.71,0.3995,609.08,227.94,0.1049
50,7.1429,5,538.77,151.13,648.45,416.91,0.6402,540.92,217.65,0.5,541.6,210.36,0.6109,545.56,207.49,0.0492,558.67,209.06,0.9176,583.2,201.92,0.1418,566.02,254.37,0.9893,614.06,238.15,0.9574,560.98,324.63,0.6954,616.09,305.78,0.1994,541.49,329.9,0.0994,568.34,327.2,0.0177,588.13,377.03,0.9182,627.6,367.93,0.8906,591.78,453.07,0.1757,615.54,439.98,0.1682,608.67,506.48,0.0337,635.34,496.82,0.0395
51,7.2857,1,476.92,340.8,741.48,884.83,0.9013,518.48,450.92,0.3335,518.19,442.63,0.4533,529.13,434.09,0.0182,542.35,436.04,0.8598,586.62,413.78,0.1782,578.98,503.57,0.9976,648.2,441.18,0.9833,572.97,611.84,0.9924,631.27,501.09,0.4743,521.08,595.68,0.9808,537.42,526.35,0.3381,612.28,666.01,0.9948,671.71,634.94,0.9919,638.18,764.85,0.9813,679.39,709.28,0.9852,685.87,852.89,0.8892,717.92,796.55,0.9696
51,7.2857,2,685.54,51.46,841.88,473.99,0.8712,723.64,114.32,0.9961,732.83,105.23,0.9991,717.7,104.63,0.9118,759.87,101.26,0.9879,717.26,101.2,0.011,783.99,147.29,0.9753,731.6,145.18,0.9861,801.73,227.98,0.8828,731.46,211.02,0.9532,798.03,297.21,0.939,726.65,270.55,0.9743,783.11,275.84,0.973,749.7,274.01,0.9887,788.81,362.17,0.9471,778.11,360.31,0.9851,800.7,434.45,0.6807,798.04,425.64,0.8764
51,7.2857,19,579.49,0.0,666.09,202.25,0.5018,602.83,22.25,0.973,607.91,16.81,0.9807,598.11,18.08,0.8853,620.67,14.86,0.9137,594.18,18.18,0.16,638.6,41.14,0.9932,594.53,42.74,0.9194,643.74,83.8,0.9843,582.67,76.53,0.3182,610.29,81.78,0.9495,585.49,83.48,0.2377,638.46,123.39,0.9622,607.32,122.41,0.8488,637.76,185.81,0.7813,602.54,179.45,0.2728,642.87,238.32,0.455,609.8,233.91,0.1185
51,7.2857,5,539.54,152.12,653.48,423.35,0.6973,545.49,215.32,0.3289,545.53,207.74,0.4194,551.5,204.41,0.0298,560.43,209.98,0.9154,591.01,202.04,0.1829,572.13,260.3,0.9802,618.41,244.82,0.9714,565.73,336.81,0.4934,629.38,327.11,0.3536,545.32,351.76,0.0613,602.3,375.05,0.0345,593.14,394.22,0.8838,631.54,385.84,0.8888,593.49,472.43,0.1185,623.19,460.27,0.1427,607.39,514.94,0.0193,642.74,507.52,0.0243
51,7.2857,10,452.37,272.85,670.58,525.19,0.5218,545.99,347.12,0.9809,558.21,335.69,0.9919,536.13,334.34,0.9565,583.38,328.12,0.921,525.48,325.58,0.2579,613.68,383.03,0.9673,508.79,371.52,0.9634,639.87,473.77,0.5729,487.11,444.65,0.7216,584.99,496.87,0.4402,504.85,512.92,0.5749,591.3,517.43,0.3509,521.56,510.94,0.3335,583.41,582.24,0.0481,507.39,577.53,0.0538,587.52,629.1,0.0142,515.44,621.33,0.0164
